,id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
4365,4366,3,0,2,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,32,0,0,1,0,1.0,0.1333333333,1,1,0,1,0,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,-1,1
6999,7000,3,1,2,81,7,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,18,56,0,0,0,0,0.472972973,0.2,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,0
423,424,1,0,4,44,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,20,17,0,0,0,0,1.0,0.8979591837,0,1,1,0,0,0.0,1,0,0,0,0,1,0,0,1,1,1,1,-1,-1,1
280,281,2,1,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,11,0,0,0,0,0.0,0.0740740741,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1904,1905,2,0,2,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,15,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
595,596,1,0,3,49,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,32,0,0,0,0,0.9090909091,0.125,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
8579,8580,1,0,2,47,3,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,14,26,0,0,0,0,0.3442622951,0.3846153846,0,1,0,0,0,0.0409836066,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,0
3917,3918,5,0,4,67,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,43,0,0,1,1,0.9,1.0,1,1,0,0,0,0.1,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
6142,6143,1,0,3,77,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,62,0,0,0,0,0.0897435897,0.21875,0,1,0,1,0,0.0256410256,0,0,0,0,0,1,0,0,1,-1,0,0,0,1,0
5661,5662,2,0,6,99,0,0,0,0,3,0,0,0,0,10,1,1,0,0,0,0,8,84,0,0,0,0,0.0681818182,0.3414634146,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
5778,5779,1,0,4,67,5,0,0,0,0,0,0,0,0,17,1,1,0,0,1,0,16,44,0,0,0,0,0.3780487805,0.2033898305,0,0,0,0,0,0.006097561,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
3618,3619,2,1,5,55,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,21,27,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
6845,6846,2,1,2,61,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,17,27,9,0,0,0,0.0778816199,0.2352941176,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
839,840,2,0,4,73,1,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,13,53,0,0,0,1,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
4596,4597,2,0,4,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,31,0,0,1,0,0.0,0.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
7496,7497,2,1,4,92,1,0,0,0,0,0,4,0,0,18,1,0,0,0,0,0,14,20,50,0,0,0,0.0289855072,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
141,142,4,1,5,191,2,0,0,0,7,0,3,2,0,22,1,1,0,0,1,0,18,69,96,0,0,0,0.0,0.2,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
2597,2598,3,1,3,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,30,0,0,0,0,0.7857142857,1.0,1,1,0,0,0,0.2142857143,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
6701,6702,2,0,1,103,0,0,0,0,0,1,3,2,0,15,1,0,0,0,0,0,18,12,65,0,0,0,0.2105263158,0.9230769231,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,0,-1,1,0
7756,7757,1,0,5,77,6,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,16,54,0,0,0,0,0.0927835052,0.4615384615,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,0
1377,1378,3,1,3,67,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,31,29,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3674,3675,3,1,3,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,16,19,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,0,1,-1,1
8770,8771,1,0,2,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,23,17,0,0,0,0,0.0754716981,0.0,0,1,0,0,0,0.0566037736,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
9895,9896,2,1,2,32,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,13,12,0,0,0,0,0.1818181818,0.25,0,0,0,0,0,0.0082644628,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
6362,6363,1,0,6,127,11,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,14,106,0,0,0,0,0.0566037736,0.0892857143,0,1,0,0,0,0.0047169811,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
4741,4742,3,0,5,69,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,41,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
3808,3809,2,1,3,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,15,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
1138,1139,4,0,3,46,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,12,22,4,0,0,0,0.375,0.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1
2257,2258,5,1,3,60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,31,0,0,0,0,0.0227272727,1.0,1,1,0,0,0,0.9772727273,0,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
7865,7866,5,2,4,83,1,1,0,0,0,0,0,0,0,6,1,1,0,1,0,0,27,49,0,0,0,0,0.2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0
1787,1788,3,1,7,93,1,0,0,0,0,0,0,0,0,17,1,1,0,0,1,0,22,64,0,0,0,0,0.0,0.125,0,1,1,0,0,0.9230769231,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
3938,3939,1,0,3,64,0,0,0,0,0,0,0,0,0,16,1,1,0,0,1,0,15,42,0,0,0,0,0.9090909091,0.3043478261,1,1,0,0,0,0.0909090909,0,0,0,0,0,1,0,0,1,0,1,1,0,-1,1
9316,9317,2,1,2,54,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,18,29,0,0,0,0,0.0129032258,0.0657894737,0,1,1,0,0,0.0129032258,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
4646,4647,2,0,4,63,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,46,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,-1,1,1,-1,1
459,460,2,0,3,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,26,0,0,0,0,1.0,0.1428571429,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
6115,6116,3,1,1,103,6,0,0,0,0,0,2,2,0,15,1,1,0,0,0,0,26,15,54,0,0,0,0.0344827586,0.1739130435,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1,0
9542,9543,3,1,1,59,4,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,18,34,0,0,0,0,0.0505050505,0.0862068966,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
948,949,5,0,3,94,0,0,0,0,0,0,0,0,0,32,1,1,0,0,1,0,10,77,0,0,0,0,0.0,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1
3700,3701,2,1,4,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,14,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
1336,1337,2,1,5,84,0,0,0,0,0,0,0,0,0,22,1,1,0,0,1,0,28,49,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
6370,6371,1,0,2,77,8,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,8,62,0,0,0,0,0.1693121693,0.76,1,0,0,0,0,0.0158730159,0,0,0,0,1,0,0,0,1,-1,-1,1,0,1,0
4628,4629,2,0,4,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,36,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
6286,6287,2,1,2,73,6,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,14,52,0,0,0,0,0.0444444444,0.0980392157,0,1,1,0,0,0.2222222222,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
5925,5926,2,1,4,142,11,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,17,118,0,0,1,0,0.6118421053,0.6024096386,0,1,1,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,0,1,-1,0,0
5934,5935,2,0,5,66,4,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,18,41,0,0,0,0,0.0985915493,0.1052631579,0,1,1,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6040,6041,1,0,5,97,8,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,23,67,0,0,0,0,0.3097345133,1.0,1,1,1,1,0,0.0442477876,0,0,0,0,1,1,0,0,1,-1,-1,0,0,0,0
441,442,7,1,2,129,1,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,15,13,93,0,1,0,0.0,0.6666666667,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,0,1,-1,1,1
6659,6660,1,0,2,143,8,1,0,0,3,0,4,3,0,22,1,0,0,0,1,0,10,71,54,0,0,0,0.1010638298,0.243902439,0,1,1,1,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,0,0,1,0
1602,1603,3,1,5,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,32,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2238,2239,3,0,6,66,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,40,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
639,640,3,1,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,22,0,0,0,0,0.0,0.1538461538,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9820,9821,2,1,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0.0,0.1666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
3830,3831,4,1,9,213,2,0,0,1,0,0,1,0,0,58,1,1,0,0,1,0,18,110,77,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
9395,9396,2,1,0,54,0,0,0,0,1,0,2,1,0,2,1,0,0,0,0,0,17,1,28,0,0,0,0.0484848485,0.170212766,0,1,0,0,0,0.0484848485,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
6144,6145,2,1,2,67,0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,0,16,34,9,0,0,0,0.4945054945,0.5666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0
7985,7986,2,1,6,177,18,0,0,0,0,0,1,0,0,8,1,1,0,0,1,0,24,127,18,0,0,0,0.2580645161,0.3703703704,0,1,1,0,0,0.0,0,0,0,0,1,0,0,1,1,-1,1,1,0,1,0
9052,9053,2,0,1,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,16,0,0,0,0,0.9781021898,0.7419354839,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,0,1,-1,-1,0
6344,6345,1,0,2,80,4,0,0,0,0,0,3,2,0,10,1,1,0,0,0,0,18,27,27,0,0,0,0.12,0.1264367816,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
2501,2502,2,0,4,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,34,0,0,1,0,1.0,0.0769230769,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,1
1958,1959,2,0,3,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,22,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1070,1071,3,1,3,50,0,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,21,22,0,0,0,1,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,1,-1,-1,1
155,156,3,0,3,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,38,0,0,0,0,0.0,1.0,1,1,0,0,0,1.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
2295,2296,4,1,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,21,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9801,9802,4,1,2,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,25,0,0,0,0,0.1731843575,0.2571428571,0,0,0,0,0,0.0111731844,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
4578,4579,2,0,6,73,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,40,0,0,0,0,0.0833333333,0.0714285714,0,1,1,0,0,0.8333333333,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
1089,1090,1,0,2,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,6,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
6049,6050,4,1,5,135,10,0,0,0,0,0,0,0,0,14,1,1,0,0,1,0,23,105,0,0,0,0,0.0,0.325,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
6415,6416,3,1,4,65,1,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,18,40,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
2940,2941,3,2,0,66,7,7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,58,1,0,0,1,1,0.9141630901,0.0980392157,0,1,0,1,0,0.008583691,1,0,0,0,0,1,0,0,0,0,1,0,0,-1,1
723,724,1,0,3,63,0,0,0,0,0,0,0,0,0,17,1,1,0,0,1,0,15,41,0,0,0,0,0.1739130435,0.2441860465,0,1,0,0,0,0.0434782609,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1
4384,4385,5,2,1,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,27,22,0,0,0,0,0.0,0.0,0,1,1,0,1,0.03125,0,0,0,0,0,1,0,0,1,0,1,-1,1,1,1
930,931,5,2,3,173,2,0,0,0,2,0,2,1,0,41,1,0,0,0,0,0,22,23,120,0,2,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
2909,2910,2,1,5,84,1,0,0,0,0,0,0,0,0,25,1,1,0,0,1,0,21,56,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
7845,7846,1,0,0,78,0,0,0,0,0,0,6,5,0,18,1,0,0,0,0,0,14,1,55,0,0,0,0.2450331126,0.8979591837,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
6763,6764,2,1,2,95,2,0,0,0,3,0,5,4,0,6,1,1,0,0,1,0,17,18,52,0,0,0,0.0485436893,0.0374331551,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
8388,8389,1,0,2,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,12,0,0,0,0,0.1911764706,0.7058823529,0,1,0,0,0,0.0294117647,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
6416,6417,3,1,3,61,2,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,18,36,0,0,0,1,0.0882352941,0.0,0,1,0,0,0,0.0588235294,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
895,896,2,0,6,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,39,0,0,0,0,0.0666666667,0.0769230769,0,1,1,0,0,0.8666666667,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3247,3248,2,1,3,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,15,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
2326,2327,4,0,2,59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,30,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
7096,7097,3,1,4,61,1,0,0,0,0,0,1,0,0,6,1,1,0,0,1,0,17,33,3,0,0,0,0.0,0.2692307692,0,1,1,0,1,0.0,0,0,0,0,1,1,0,0,1,0,1,-1,0,1,0
9505,9506,3,1,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
7581,7582,3,1,1,142,0,0,0,0,9,0,5,4,0,19,1,0,0,0,0,0,16,26,92,0,0,0,0.0138888889,0.125,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
9742,9743,2,1,2,52,4,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,24,21,0,0,0,0,0.4736842105,0.5068493151,0,1,1,0,0,0.0175438596,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
5038,5039,3,1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0.0769230769,0.0697674419,0,0,0,0,0,0.0769230769,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
6450,6451,2,1,3,84,2,0,0,0,0,0,1,0,0,7,1,0,0,0,1,0,28,37,11,0,0,0,0.0357142857,0.7272727273,0,1,1,0,1,0.0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,1,0
4136,4137,3,2,5,110,5,4,0,0,0,0,0,0,0,20,1,1,0,1,1,0,57,46,0,1,0,0,0.0555555556,0.0,0,1,1,0,0,0.9444444444,0,0,0,0,0,1,0,0,0,-1,1,1,1,-1,1
9248,9249,2,1,1,50,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,20,0,0,0,0,0.0516717325,0.2317073171,0,1,1,0,0,0.009118541,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0
1715,1716,15,1,2,247,0,0,0,0,0,0,6,12,1,74,1,0,0,0,1,0,23,17,174,0,0,0,0.0,0.6666666667,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,1
1698,1699,1,0,2,24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,6,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9690,9691,2,1,2,39,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,17,0,0,0,0,0.0786516854,0.3017241379,0,1,0,0,0,0.0112359551,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
9549,9550,2,1,2,45,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,21,17,0,0,0,0,0.1276595745,0.1481481481,0,1,1,0,0,0.0496453901,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
9971,9972,3,1,4,55,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17,31,0,0,0,0,0.0,0.0487804878,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
8224,8225,2,1,8,118,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,95,0,0,0,0,0.2558139535,1.0,1,0,0,0,0,0.2945736434,1,0,0,0,0,1,0,0,1,-1,-1,1,-1,0,0
3831,3832,4,1,9,213,2,0,0,1,0,0,1,0,0,64,1,1,0,0,1,0,18,110,77,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
6299,6300,3,1,3,75,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,20,48,0,0,0,0,0.2206303725,0.9701492537,0,1,0,1,0,0.0085959885,0,0,0,0,1,1,0,0,1,0,-1,0,-1,1,0
3348,3349,3,1,3,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,28,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,0,-1,-1,1
9518,9519,2,1,3,50,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,24,19,0,0,0,0,0.2179487179,0.1,0,0,0,0,0,0.0128205128,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0
985,986,3,1,1,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,13,0,0,0,0,0.0,0.0526315789,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
1821,1822,1,0,2,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,9,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4571,4572,2,0,5,71,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,17,47,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
587,588,2,0,3,121,1,1,0,0,0,0,2,1,0,58,1,1,0,0,1,0,19,41,53,0,0,0,0.0,0.2162162162,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
9757,9758,2,1,1,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,5,0,0,0,0,0.0625,0.0456081081,0,1,1,0,0,0.0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0
5077,5078,2,1,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0.474025974,0.4857142857,0,1,1,0,1,0.012987013,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0
7782,7783,2,0,1,78,7,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,12,59,0,0,0,0,0.0218181818,0.1632653061,0,1,1,0,0,0.0145454545,0,1,0,0,0,1,0,0,1,-1,1,1,0,1,0
8323,8324,2,0,2,55,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,18,30,0,0,0,0,0.008,0.1376146789,0,0,0,0,0,0.064,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
9522,9523,2,1,2,50,4,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,13,30,0,0,0,0,0.0096153846,0.3571428571,0,1,1,0,0,0.0096153846,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
9967,9968,4,1,2,54,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,30,0,0,0,0,0.0934579439,0.1379310345,0,1,0,1,0,0.0093457944,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
5483,5484,2,1,4,84,8,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,20,57,0,0,0,0,0.2133333333,0.2181818182,0,1,1,0,0,0.0133333333,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
7746,7747,3,1,3,77,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,25,45,0,0,0,0,0.0963687151,0.7647058824,0,1,0,1,0,0.0041899441,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1,0
9280,9281,3,1,1,38,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,11,13,6,0,0,0,0.0327868852,0.328125,0,1,1,0,0,0.0109289617,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
5514,5515,1,0,8,92,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,69,0,0,0,0,0.0547945205,0.2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
9527,9528,2,1,1,45,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,15,9,13,0,0,0,0.2182628062,0.8333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0
8871,8872,1,0,5,50,4,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,11,32,0,0,0,0,0.0322580645,0.3233532934,0,1,0,0,0,0.0124069479,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
5553,5554,1,0,5,110,6,0,0,0,2,0,0,0,0,7,1,1,0,0,1,0,16,87,0,0,0,0,0.0,0.9230769231,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,0
3557,3558,2,1,3,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,11,0,0,0,0,0.0,0.0714285714,0,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
1395,1396,4,1,3,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,25,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
264,265,2,0,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,15,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
